Name	alpha 0	alpha 7	alpha 14	alpha 21	alpha 28	alpha 35	alpha 42	alpha 49	alpha 56	alpha 63	alpha 70	alpha 77	alpha 84	alpha 91	alpha 98	alpha 105	alpha 112	alpha 119	Elu 0	Elu 30	Elu 60	Elu 90	Elu 120	Elu 150	Elu 180	Elu 210	Elu 240	Elu 270	Elu 300	Elu 330	Elu 360	Elu 390	cdc15 10	cdc15 30	cdc15 50	cdc15 70	cdc15 90	cdc15 110	cdc15 130	cdc15 150	cdc15 170	cdc15 190	cdc15 210	cdc15 230	cdc15 250	cdc15 270	cdc15 290	spo 0	spo 2	spo 5	spo 7	spo 9	spo 11	spo5 2	spo5 7	spo5 11	spo- early	spo- mid	heat 0	heat 10	heat 20	heat 40	heat 80	heat 160	dtt 15	dtt 30	dtt 60	dtt 120	cold 0	cold 20	cold 40	cold 160	diau a	diau b	diau c	diau d	diau e	diau f	diau g
YMR004W	0.06	-0.4	-0.23	-0.45	-0.09	-0.32	0.19	-0.06	-0.04	-0.17	-0.17	-0.2	-0.25	-0.69	-0.09	-0.09	-0.15	-0.25	-0.06	-0.29	-0.45	-0.62	-0.58	-0.56	-0.36	-0.32	-0.15	-0.04	-0.54	0.24	0.36	-0.32	-0.49	-0.51	-0.27	-0.15	-0.38	-0.34	-0.29	-0.38	-0.17	-0.22	-0.36	0.08	0.45	0.19	0.31	-0.2	0.01	0	-0.32	-0.43	-0.51	-0.1	-0.43	-0.6	0.55	0.88	0.08	-0.4	-0.18	0.46	-0.25	-0.3	-0.22	-0.18	0.37	-0.27	0.15	0.33	-0.4	-0.56	0.03	-0.12	-0.12	-0.43	0.08	0.79	0.4
YJL031C	0.15	-0.03	0.01	0.01	-0.06	0	0.28	-0.15	-0.12	-0.07	-0.3	-0.17	-0.03	-0.49	-0.22	-0.15	0.03	-0.18	0.33	-0.18	-0.29	-0.4	-0.3	-0.2	-0.49	-0.23	-0.15	-0.56	-0.06	-0.15	-0.23	-0.29	-0.56	-0.38	0.03	-0.32	-0.04	-1.06	-0.42	-0.49	-0.07	-0.14	-0.23	-0.51	-0.86	0.16	0.6	-0.15	0.2	0.3	0.34	-0.22	-0.4	-0.12	-0.15	-1.06	0.57	1.06	0.06	-0.45	0.1	0.16	-0.42	-0.69	0.32	0.82	0	-0.54	-0.32	0.67	-0.34	-0.43	-0.25	-0.09	0.31	-0.06	-0.06	1.23	0
YCL067C	0.25	-0.2	0.01	-0.01	0.07	-0.07	0.08	0.08	0.16	-0.22	-0.36	-0.25	-0.36	-0.34	-0.12	0.18	-0.01	-0.43	1.04	-0.22	0.08	0.24	0.01	-0.42	-0.18	-0.56	-0.6	-0.74	-0.25	-0.56	-0.49	-0.67	-0.03	-0.38	-0.25	-0.54	-0.12	0.21	0.19	-0.27	-0.14	-0.15	0.32	0.63	1.21	1.25	1.63	0	-0.01	0.01	-0.03	0	-0.14	-0.2	-0.04	-0.36	-0.04	0.21	-0.01	-0.09	-0.29	-0.62	-0.47	0.32	-0.43	1.16	-0.49	-0.22	0.49	0.54	-0.32	0.16	-0.15	0.08	0.3	0.1	0.34	0.76	0.73
YCR039C	0.04	0.1	-0.4	-0.18	-0.79	0.18	-0.4	0.21	0.16	-0.45	-0.29	-0.22	-0.2	-0.45	-0.3	0.23	0	0.04	0.99	0.14	0.37	0.34	0.03	-0.22	-0.12	-0.25	-0.43	-0.49	0.14	-0.49	-0.27	-0.34	0.04	-0.29	-0.29	-0.56	-0.62	0.23	0.15	-0.36	-0.42	-0.18	0.7	0.79	1.38	1.24	1.82	0.25	0.15	0.2	0	0.14	0.11	0.1	0.06	-0.23	0.1	0.56	-0.54	-0.3	-0.62	-0.81	-0.36	-0.1	-0.14	1.22	-0.25	-0.06	-0.45	0.33	0.44	0.29	0.16	0.66	0.38	0.25	0.15	1.49	1.21
YEL012W	0	0.25	0.29	-0.01	-0.23	0.11	-0.45	0.1	0.25	-0.18	0.01	0.06	-0.01	-0.01	-0.27	0.16	-0.18	-0.04	0.99	0.08	0.15	-0.06	-0.58	-0.47	-0.15	-0.17	-0.32	-0.25	0.24	-0.06	0.26	-0.1	-0.36	-0.14	-0.27	-0.45	-0.64	-0.15	-0.67	-0.42	-0.62	-0.34	-0.45	0.43	0.39	0.31	0.62	-0.18	0.68	0.12	0.07	-0.12	0.28	0.58	-0.1	-0.03	0.75	0.61	-0.32	0.57	0.41	-0.03	-0.54	0.18	0.45	0.56	0.24	0.4	-0.09	0.31	0.68	0.08	-0.09	-0.3	0.07	0.08	-0.36	1.32	2.36
YGL153W	-0.45	-0.4	-0.42	-0.43	-0.56	-0.58	-0.56	-0.29	-0.58	-0.42	-0.69	-0.3	-0.47	-0.71	-0.34	-0.4	-0.09	-0.43	0.57	-0.17	-0.38	-0.47	-0.43	-0.45	-0.64	-0.32	-0.4	-0.42	-0.32	-0.25	-0.56	-0.47	-0.71	-0.34	-0.38	-0.84	-0.86	-0.58	-0.49	-0.54	-0.64	-0.69	-0.34	-0.1	0.14	-0.2	0.16	-0.2	0.59	0.58	0.31	0.34	0.76	0.28	-0.29	0.32	1.11	1.21	-0.25	-0.42	-0.1	-0.2	-0.32	0.12	-0.32	0.41	-0.09	-0.56	-0.79	0.31	-0.3	-0.25	-0.14	-0.07	0.21	-0.03	-0.34	1.08	1.57
YLR025W	-0.18	-0.03	-0.15	0.19	-0.29	-0.23	-0.18	-0.27	0	-0.2	-0.15	-0.25	-0.27	-0.43	-0.36	-0.14	-0.45	-0.2	0.93	-0.07	0.16	-0.04	-0.42	-0.25	-0.42	-0.15	-1.06	-0.2	-0.01	0.03	0.12	-0.2	0.01	0.1	0.08	-0.47	-0.36	-0.14	-0.01	-0.04	0.1	-0.06	0.11	0.38	0.72	0.43	0.78	-0.06	0.37	0.29	0.42	0.18	0.14	0.23	0.19	-0.12	0.78	1.3	-0.01	-0.17	0.15	-0.43	-0.6	0.1	0.04	0.95	-0.07	-0.22	-0.25	-0.03	-0.03	-0.49	0.25	-0.06	0.1	-0.12	-0.12	1.39	0.66
YBL033C	-0.27	-0.18	-0.03	-0.42	-0.12	-0.14	-0.06	0.58	-0.23	0.06	-0.23	-0.22	-0.3	-0.18	-0.27	0.16	0.01	0.07	0	-0.38	-0.36	0.29	0.24	-0.22	-0.06	0.06	0.33	-0.12	-0.2	0.1	0.25	0.03	0.06	0.34	-0.1	-0.32	-0.4	-0.18	-0.2	-0.12	-0.06	-0.06	0.04	-0.18	0.31	0.19	0.6	-0.01	0.25	0.23	0.19	-0.04	0.04	0.2	-0.04	-0.34	0.26	0.38	-0.09	0.2	0.37	0.36	-0.04	-0.1	-0.34	0.12	0.16	0.12	-0.36	0.15	0.39	-0.04	0.01	-0.12	0.01	-0.12	0.08	1.04	0.84
YBR256C	0.03	0.01	0.59	0.03	0.06	-0.32	0.28	0.12	0.14	-0.22	0.24	-0.25	-0.01	-0.29	0.11	-0.27	0.36	-0.25	-0.14	-0.76	-0.58	-0.89	-0.47	-0.86	-1	-0.45	-0.29	-0.56	-0.69	0.25	-0.27	-0.38	0.37	0.07	0.14	0.1	0.03	0.15	0.15	0.2	0.18	0.41	0.56	0.91	0.84	0.69	1.18	0.07	1.27	0.83	0.83	0.82	0.53	0.7	-0.04	-0.6	1.24	0.94	-0.04	0	0.07	-0.15	-0.51	-0.43	0.12	0.37	-0.15	0.01	-0.18	0.12	1.37	-0.3	0.28	0.24	0.71	0.55	0.11	1.48	0.68
YGR044C	-0.81	0	-1.03	-1.36	-1.79	-1.47	-2.25	1.31	-2	-1.03	-0.14	-0.01	-0.3	-0.58	-0.84	-0.74	-1.12	-1.29	1.09	-0.01	0.38	-0.07	-0.67	-0.67	-0.92	-0.64	-0.43	-0.6	-0.07	0.45	0.93	0.81	-0.32	1.63	0.69	-1.25	-1.74	-1.43	1.64	1.63	0.69	-0.74	-0.97	0.21	1.62	1.33	1.12	-0.36	0.06	0.29	0.37	0.93	1.25	-0.74	0	0.41	1.1	1.27	0.18	0.1	0.41	-0.69	-0.71	0.04	-0.04	-0.06	-0.14	0.1	0.03	0.29	0.37	-0.12	0.07	0.15	0.26	0.34	0.4	1.46	0.88
YDL107W	-0.54	0.26	0.01	-0.1	0.31	-0.09	-0.54	0	0.18	-0.09	0.01	-0.17	-0.07	-0.18	-0.4	0.19	-0.22	0.08	0.15	0.06	-0.06	0.11	-0.23	0.4	-0.15	-0.03	-0.6	-0.4	-0.04	-0.3	-0.42	-0.15	-0.42	-0.09	-0.18	-0.76	-0.3	-0.23	-0.27	-0.14	0.03	-0.07	0.03	0.66	0.45	-0.04	0.7	-0.04	-0.34	-0.07	0.11	0.25	0.12	-0.58	0.08	0.07	-0.03	0.21	-0.38	-0.01	0.15	-0.32	-0.27	0.15	-0.18	-0.07	-0.3	-0.56	-0.12	0.33	0.15	0.03	-0.14	0.58	0.16	-0.2	-0.06	0.82	0.29
YBR290W	0.24	0.12	0.04	0	-0.36	-0.04	-0.1	0.15	0.44	-0.23	0.12	-0.03	-0.03	-0.15	-0.04	0.28	-0.18	0.06	0.72	-0.07	-0.1	0.26	-0.2	-0.4	-0.34	-0.09	-0.3	-0.47	-0.12	-0.15	-0.18	-0.36	0.53	0.34	0.38	-0.12	-0.07	-0.01	0.08	-0.27	-0.22	0.21	0.06	0.57	0.48	-0.03	0.48	0.5	-0.89	-0.51	0.01	0.06	-0.06	-0.22	1.06	0.54	-0.47	-0.58	-0.3	0.32	0.36	-0.01	-0.23	-0.27	0.23	0.34	0.19	-0.12	0.03	0.33	0.11	0.04	-0.03	-0.09	0.29	0.1	-0.2	1.29	0.5
YGL095C	0.3	0.12	0.39	0.23	0.03	0.08	0.04	0.14	0.01	0.11	-0.01	0.23	0.21	-0.29	0.08	-0.04	0.32	-0.03	0.63	0.06	0.01	-0.3	-0.34	-0.42	-0.49	-0.43	-0.22	-0.12	-0.15	-0.04	-0.23	-0.06	-0.22	0.06	0.15	-0.23	-0.04	-0.03	0.23	-0.01	0	-0.15	-0.1	0.29	0.46	0.33	0.34	-0.22	0.03	-0.25	0.14	0.2	-0.12	0.26	0.12	-0.38	-0.22	-0.2	-0.17	-0.09	0.08	-0.69	-0.4	-0.38	0.15	0	0	0.21	-0.1	0.08	0.29	-0.04	0.03	0.18	0.36	0.1	0.07	0.52	0.39
YDR337W	-0.17	-0.1	-0.29	0.14	-0.47	0.11	-0.49	-0.06	0.15	-0.3	0.2	-0.18	0.03	-0.2	-0.29	0.07	-0.27	-0.03	0.06	-0.51	-0.4	-0.47	-0.47	-0.14	0.04	0.16	0.07	0.25	0.41	0.24	0.26	0.15	-0.51	-0.07	-0.3	-0.64	-0.58	-0.38	-0.15	0.31	0.15	-1.18	-0.89	0	-0.76	-0.34	-0.69	-0.03	-0.4	-0.25	-0.36	-0.49	-0.32	-0.17	-0.14	-0.27	-0.89	-0.29	0.08	-0.23	-0.01	-0.74	-0.81	0	0	0.34	0.18	0.03	-0.17	0.76	0.15	0.58	-0.09	0.06	0.52	0.2	0.38	1.3	0.65
YPL013C	-0.23	-0.42	-0.07	-0.01	-0.18	-0.22	-0.09	-0.3	-0.2	-0.54	-0.01	-0.3	-0.09	-0.6	-0.25	-0.43	-0.07	-0.69	0.31	-0.45	-0.22	0.1	-0.15	-0.2	0	-0.04	-0.14	-0.47	0.24	0.11	-0.29	-0.17	-0.69	-0.32	-0.74	-0.6	-0.58	-0.3	-0.38	-0.49	-0.34	-0.89	-0.54	-0.23	-0.58	-0.47	-0.67	-0.29	-0.27	-0.43	-0.62	-0.51	-0.76	0.12	-0.4	-0.47	-1.09	-0.94	-0.32	-0.86	-0.92	-0.94	-1.03	-0.42	-0.04	0.48	0.18	-0.15	-0.29	0.51	-0.38	-0.18	-0.27	-0.22	0.16	-0.06	0.23	1.12	0.33
YNL284C	-0.14	-0.29	0.2	0.11	0.04	0.2	0.33	-0.12	-0.07	-0.14	-0.09	-0.22	0.01	-0.36	0.14	-0.36	0.07	0.2	0.32	-0.23	-0.17	-0.27	-0.25	0.1	0.19	0.39	0.03	-0.09	0.2	0.15	-0.12	0.03	-0.04	-0.12	-0.07	-0.62	-0.6	-0.32	0.28	0.75	-0.36	-1.22	-0.56	0	-0.56	-0.07	-0.36	-0.45	-0.17	-0.06	0.08	0.12	0.34	-0.34	0.15	0.1	-0.86	-0.49	-0.14	-0.07	-0.23	-0.45	-0.45	-0.25	0.33	0.14	-0.07	-0.04	-0.04	0.3	0.24	0.4	-0.09	0.28	0.15	0.14	0.4	0.69	0.32
YBL090W	-0.07	-0.27	0.11	0.01	0.28	-0.2	0.08	0.23	0.16	-0.29	0.15	0.18	-0.18	0.01	-0.1	0.25	-0.15	0.1	-0.07	-0.6	-0.42	0	0.21	-0.27	-0.22	-0.1	-0.3	-0.18	-0.14	-0.04	-0.25	-0.22	0	0.31	-0.09	-0.12	-0.07	0.66	0.86	0.59	-0.45	0	0.63	1.29	1.58	-0.2	-1	0.31	-0.51	-0.36	-0.81	-0.6	-0.42	0.07	-0.23	-0.18	-1.15	-0.74	-0.29	-0.47	-0.15	-0.67	-0.6	-0.14	0.2	0.62	0.03	-0.43	-0.29	0.53	-0.47	0.77	0.04	0.01	0.03	0.11	0.12	1.26	0.42
YGR084C	-0.2	-0.14	0	-0.18	-0.25	0.08	-0.15	-0.23	-0.03	-3.32	-0.01	-0.01	-0.04	-0.15	-0.06	0.18	-0.51	0.01	-0.6	-0.54	-0.2	-0.22	-0.4	-0.04	0.01	0.01	-0.09	-0.14	-0.01	0	-0.15	-0.15	0.37	0.14	0.11	0.21	-0.1	0.28	0.7	0.53	0.6	0.55	0.53	1.06	1	0.77	0.91	-0.42	-0.1	-0.34	-0.71	-0.76	-0.56	-0.25	-0.6	-0.67	-0.67	-0.15	-0.36	-0.76	-0.38	-0.2	-0.69	-0.27	-0.14	0.41	-0.18	0	-0.67	0.23	-0.15	-0.01	-0.03	-0.01	0.16	-0.14	-0.09	0.4	-0.22
YOR106W	0.07	-0.17	-0.07	-0.22	-0.06	-0.25	-0.03	-0.12	-0.14	-0.12	-0.29	-0.23	-0.04	-0.2	-0.14	-0.32	0.04	0.39	-0.07	-0.58	-0.36	-0.2	0.15	0.2	-0.58	-0.01	-0.18	-0.2	-0.25	-0.17	-0.43	-0.17	0.75	0.79	0.36	0.37	0.41	0.3	0.29	0.03	-0.22	0.44	0.21	-0.42	0.72	0.4	0.34	-0.3	-0.34	-0.38	0.61	0.43	0.15	-0.12	0.41	0.07	0.03	-0.09	-0.42	-1.09	-0.01	-0.12	-0.71	-0.36	-0.18	0.15	-0.49	-0.49	-0.36	0.29	0.2	-0.2	-0.04	0	0.11	-0.15	-0.25	0.63	-0.2
YPR056W	-0.51	-0.67	-0.38	-0.62	-0.15	-0.18	-0.12	-0.38	-0.32	-0.25	-0.15	-0.4	-0.23	-0.43	-0.27	-0.27	-0.01	-0.1	-0.27	-0.29	-0.51	-0.12	-0.38	-0.06	-0.34	-0.14	-0.49	-0.51	-0.25	-0.47	-0.43	-0.51	0.01	0.28	0.29	0.15	0.18	0	0.07	-0.18	-0.12	0.26	0.07	-0.22	0.31	0.04	0.25	-0.43	0.2	-0.18	-0.01	0.04	0.12	0.28	-0.36	0.01	0.24	0.32	-0.32	-1	-0.14	-0.36	-0.36	0.04	0.04	0.07	-0.47	0	0.01	0.21	-0.03	0.08	-0.18	0.21	1.06	-0.3	0.06	0.16	0.45
YPL129W	-0.04	-0.54	-0.1	-0.4	-0.01	-0.3	0.06	-0.43	-0.18	-0.36	-0.1	-0.27	0	-0.29	-0.12	-0.3	0	-0.14	0.01	-0.25	-0.6	-0.01	-0.04	0.08	-0.17	0.19	0.18	-0.1	-0.34	-0.03	-0.01	-0.2	0.04	0.28	0.28	-0.04	-0.14	-0.06	0.19	0.1	0.11	-0.09	0.06	0.29	0.36	0.3	0.36	0.04	0.6	0	0	0.01	-0.09	0.38	0.26	0.1	0.41	-0.56	-0.25	-0.84	-0.4	-0.47	-0.81	0	-0.15	0.26	-0.25	-0.18	-0.06	0.1	0	-0.17	-0.12	0.26	0.53	-0.12	0.16	0.51	0.1
YEL021W	0.69	0.06	0	0.07	0.16	-0.12	0.32	0.21	0.52	0.19	0.24	0.26	0.32	0.28	0.31	0.21	0.16	0.07	0.57	0.68	0.14	0.28	0.24	0	0.04	-0.15	-0.32	-0.34	-0.14	-0.14	-0.38	-0.4	0.56	0.55	0.38	0.12	0.26	0.21	0.04	-0.1	-0.17	0.06	0.4	-0.01	-1.15	0.03	0.28	-0.32	-0.22	-0.71	-0.32	-0.2	-0.92	0.4	0.01	-0.2	-0.2	-0.42	-0.06	-1.36	-0.79	-0.97	-1	-0.14	0.23	0.33	-0.62	-0.23	-0.17	0.14	-0.1	-1.25	0.01	0.1	0.46	0.07	0.65	1.01	0.37
YGR020C	0.06	-0.86	-0.07	-0.1	-0.36	0.01	-0.3	-0.07	-0.03	-0.54	0.11	-0.2	-0.03	-0.15	0	-0.03	-0.23	-0.3	0.19	0.01	0.49	0.6	0.32	0.42	0.34	0.46	0.08	0.18	0.36	0.23	0.21	0.23	0.04	0.31	0.39	0.2	-0.54	0.26	0.39	0.5	0.56	0.33	0.54	0.53	0.63	0.53	0.95	0.1	0.84	0.14	-0.29	-0.51	-0.47	0.57	-0.27	-0.67	0.36	-0.32	-0.09	-0.62	-0.81	-1.22	-1.03	-0.38	0.29	0.57	-0.29	-0.4	0.01	0.62	-0.2	-0.23	0.24	-0.34	0.3	0.14	0.06	0.29	-0.07
YER031C	0.01	-0.14	-0.01	-0.09	-0.1	-0.76	0.25	0.3	0.51	-0.03	0.2	0.16	-0.06	-0.01	0.21	0.04	0.5	-0.15	0.1	0.15	-0.15	0.28	0.23	-0.03	0.15	0.48	0.11	-0.22	0.26	0.12	-0.22	0.07	0.16	0.18	0.26	0.28	0.7	0.77	0.6	0.57	0.36	0.57	0.82	0.44	0.57	0.57	0.85	-0.29	0.4	-0.23	-0.56	-0.89	-0.71	0.71	-0.43	-0.62	0.46	0.07	-0.22	-0.6	-0.45	-0.81	-0.43	-0.38	0.37	0.23	-0.14	-0.42	-0.06	0.26	0.33	-0.2	0.28	-0.25	0.48	0.03	0.19	0.29	-0.3
YDR139C	0.03	0.25	0.14	0.26	0.04	0.23	-0.49	0.15	0.4	-0.18	1.05	-0.36	0.21	0.01	0	0.21	-0.07	-0.17	-0.06	-0.47	0	-0.04	0.08	-0.25	-0.09	0	-0.47	-0.38	-0.04	-0.25	-0.4	-0.2	0.33	0.57	0.32	-0.03	-0.29	0.03	0.19	-0.03	0.12	-0.12	0.31	0.42	0.28	0.25	0.79	0.01	-0.12	-0.43	-0.54	-0.47	-0.42	0.45	-0.15	-0.07	0.31	-0.32	0.07	-0.6	-0.34	-0.67	-0.71	-0.36	-0.14	0.59	-0.27	-0.51	-0.2	0.14	-0.14	-0.22	0.04	0.3	0.55	0.18	0.04	0.5	-0.27
YCR020C	-0.15	0.44	0.23	0.33	0	0.29	-0.07	0.43	0.23	-0.09	0.37	0.15	0.15	0.06	-0.03	0.21	0.21	0.2	0.32	0	0.99	0	0.04	0.1	0.21	0.04	-0.12	0.06	0.12	0.07	-0.69	0.07	-0.03	0.03	0.16	-0.09	-0.49	0.32	0.1	0.28	0	0.12	0.5	0.52	-0.04	0.07	0.29	0.08	0.23	0	-0.25	-0.38	-0.29	0.4	-0.49	-0.6	0.12	0.14	-0.4	-0.51	-0.29	-0.45	-0.38	0.1	0	-0.29	-0.3	-0.18	-0.12	0.44	-0.42	-0.25	0.1	-0.07	0.52	0.11	-0.09	0.52	0.28
YNL084C	0.1	0.11	0.1	0.2	-0.03	-0.29	-0.07	-0.06	0.04	-0.22	0.14	-0.03	-0.07	-0.32	-0.29	0.29	-0.15	-0.1	0.62	-0.43	-0.17	-0.22	-0.4	-0.2	-0.3	-0.23	-0.23	-0.45	-0.2	0.14	-0.15	-0.2	-0.04	-0.04	0.01	-0.23	-0.15	-0.29	-0.06	0.2	-0.01	-0.58	-0.32	0.12	-0.12	-0.12	0.28	-0.29	-0.17	-0.67	-0.3	-0.38	-0.4	0.63	0.43	0.36	-0.18	-0.45	-0.2	-0.14	0.01	-0.71	-1.06	-0.23	0.36	0.53	-0.01	-0.17	-0.15	0.19	-0.25	0.03	-0.06	-0.25	-0.04	0.12	-0.18	1.07	0.14
YDL002C	-0.22	0.18	-0.29	0.01	-0.6	0.15	-0.47	0.14	-0.14	0.24	0.01	0.03	0.01	-0.12	-0.47	0.24	-0.25	0.11	0.85	0.19	0.45	-0.38	0.18	0.08	0.2	-0.07	-0.18	-0.09	0.18	-0.06	-0.18	0	0.45	0.55	0.16	-0.18	-0.42	-0.2	0.01	-0.2	0.08	0.19	-0.23	0.92	0.15	0.06	0.33	0.03	0.04	-0.6	-0.64	-0.56	-0.12	0.85	-0.07	0.29	-0.32	-0.79	-0.12	-0.67	-0.12	-0.76	-0.67	-0.1	0.28	0.11	-0.09	-0.15	-0.6	0.4	-0.43	0.03	-0.25	-0.2	0.26	0.03	-0.09	0.9	-0.32
YER029C	-0.2	-0.43	-0.14	0.06	0.06	0.08	-0.45	0.11	0.24	-0.22	0.56	-0.12	-0.06	-0.1	-0.04	0.34	-0.32	-0.12	0.55	-0.47	-0.06	0.18	0.2	-0.04	-0.34	-0.1	-0.15	-0.36	0	-0.51	-0.4	-0.22	0.04	0.37	0.12	0.16	0.06	-0.15	0.15	0.21	0.07	0.3	0.24	0.36	0.45	0.16	0.5	0.15	-0.1	-0.23	0.08	0.14	-0.07	0.15	0.39	0.07	-0.38	-0.04	-0.14	-0.49	-0.51	-0.74	-0.6	-0.3	-0.38	0.34	-0.58	-0.76	-0.51	0.28	-0.23	0.53	0.12	0.14	-0.04	-0.36	-0.01	0.42	-0.18
YGL143C	0.08	-0.27	0.07	0.04	0.18	0	0.15	0.07	-0.06	-0.03	-0.27	-0.1	0.04	-0.34	-0.15	-0.3	0.04	-0.14	0.2	-0.22	-0.3	-0.43	-0.09	-0.54	-0.03	-0.01	-0.23	-0.14	0.12	0.08	0.03	-0.07	-0.18	-0.43	0.04	-0.34	-0.06	0.41	0.53	0.5	0.25	0.44	0.38	0.66	0.93	0.77	0.76	-0.49	-0.22	-0.25	0.5	1.8	-0.67	-0.43	0.58	0.78	-0.6	-0.62	-0.23	-0.43	-0.04	-0.36	-0.64	-0.3	-0.54	0.06	0.01	-0.29	0.1	0.26	0.42	-0.2	-0.62	-0.23	0.44	-0.17	-0.09	0.64	0.58
YNL137C	-0.04	-0.23	0.26	0.06	0.15	-0.18	0.11	-0.03	-0.18	-0.18	-0.1	-0.07	0.04	-0.32	-0.27	-0.36	-0.1	-0.15	-0.06	-0.49	-0.45	0.18	0.19	0.16	0.08	0.06	0.16	0.07	0.15	0.26	-0.2	-0.09	0.08	-0.22	-0.22	-0.2	0.14	0.26	0.66	0.62	0.74	0.43	0.44	0.39	0.86	0.68	0.79	-0.47	-0.09	0.07	0.51	0.01	0	-0.06	-0.09	-0.45	-0.58	0.24	-0.38	-0.23	-0.36	-0.67	-0.49	-0.69	0.12	0.26	0.32	0.06	-0.74	-0.17	0.14	-0.04	-0.15	-0.01	-0.03	0	0.06	0.6	0.03
YPR166C	-0.04	0.66	0.03	0	-0.12	0.14	0.14	0.14	-0.01	-0.22	-0.34	-0.42	0.03	-0.42	-0.1	-0.47	0.04	-0.36	0.03	-0.51	-0.22	0	-0.3	0	0.14	0	0.01	-0.29	0.06	-0.17	-0.29	-0.34	0.03	-0.12	0.2	0.19	0.25	0.48	0.65	1	0.81	0.72	0.82	0.14	0.72	0.77	1.32	-0.32	-0.14	-0.69	-0.49	-0.51	-0.47	0.07	-0.25	-0.23	-0.74	-0.86	-0.17	-0.76	0.07	-1.03	-1.03	-0.4	-0.15	0.68	-0.1	-0.64	-0.38	0.21	0.15	-0.49	-0.12	-0.06	-0.03	-0.07	0.04	0.36	0.06
YCR003W	0.01	0.04	0	0.01	-0.18	0.29	0.18	0.18	-0.06	0.04	-0.34	-0.18	0.03	-0.36	-0.01	-0.34	0.23	-0.15	0.24	-0.51	-0.32	-0.47	-0.06	0.04	-0.12	0.1	-0.36	-0.17	0.26	0	-0.04	-0.36	0.28	0.03	0.12	0.12	0.11	0.24	0.75	0.23	0.57	0.53	0.69	-0.42	1.11	0.72	1.04	-0.27	-0.58	-0.69	0.54	0.1	-0.43	-0.23	0.48	-0.69	-0.76	-0.67	-0.17	-0.64	-0.38	-0.51	-0.94	-0.76	-0.47	0.44	-0.56	-0.47	-0.81	0.06	-0.14	-0.22	-0.43	-0.54	0.04	-0.18	-0.2	0.69	-0.2
YJL180C	-0.04	-0.07	-0.06	0	-0.17	-0.22	0.06	-0.32	-0.23	-0.25	-0.3	-0.12	-0.18	-0.56	-0.27	-0.51	-0.03	-0.25	-0.1	-0.56	-0.14	-0.45	0.11	0.06	-0.01	0.11	0.04	0.29	0.43	0.2	-0.23	0.03	0.1	-0.09	-0.12	-0.14	0.21	0.4	0.86	0.82	0.7	0.52	0.25	0.34	1.2	1	1.21	-0.79	-0.62	-0.49	-0.17	-0.29	-0.29	-0.32	-0.36	-0.43	-0.58	-0.06	-0.45	-0.4	-0.25	-0.97	-0.49	-0.4	-0.29	0.06	-0.3	-0.4	-0.34	0	-0.17	0.14	-0.29	-0.34	-0.18	-0.47	-0.18	0.29	0.52
YGR076C	0.21	-0.03	0.19	0.14	-0.04	-0.1	0.18	0.14	0.06	-0.22	-0.23	-0.29	-0.14	-0.2	-0.45	-0.17	0.15	-0.42	0.62	-0.47	-0.32	-0.2	-0.25	-0.34	-0.14	-0.32	-0.25	-0.47	-0.07	-0.3	-0.12	-0.3	0.04	0.26	0.07	-1.56	0.26	0.45	0.84	0.61	0.28	0.41	0.87	1.08	0.93	0.96	1.31	-0.42	-0.51	-0.22	-0.25	-0.34	-0.47	-0.18	0.03	-0.17	-0.56	-0.1	-0.22	-0.22	-0.03	-0.2	-0.54	-0.12	-0.27	0.08	-0.49	-0.47	-0.15	0.4	-0.12	-0.51	-0.1	-0.18	0.06	-0.25	0.4	1.32	0.61
YGR174C	0.12	-0.03	0.07	0.65	-0.29	-0.14	0.08	-0.1	0	-0.23	-0.25	-0.43	0.12	-0.43	-0.23	-0.32	-0.01	-0.18	0.26	-0.07	-0.22	-0.56	-0.47	-0.64	-0.62	-0.1	0.04	-0.17	0	0.36	0.36	-0.09	0.77	0.89	0.52	0.38	0.4	0.72	1.01	0.81	0.46	0.48	0.68	0.78	1.21	1.24	1.55	-0.54	0.12	0.36	-0.25	-0.34	-0.14	-0.12	-0.49	0.11	-0.18	-0.47	-0.1	0.44	0.04	0.2	-0.43	-0.03	-0.56	0.15	-0.34	-0.47	-0.12	0.46	0.11	-0.17	-0.2	-0.18	0.11	0.32	0.45	2.2	1.81
YJR034W	0.06	0	-0.09	-0.29	0.11	-0.32	-0.27	-0.45	-0.07	-0.14	-0.22	-0.2	0.1	-0.43	-0.45	-0.15	-0.4	0	0.32	-0.25	0.01	-0.22	-0.38	-0.38	-0.56	-0.01	0.06	-0.04	0.11	0.29	0	-0.07	-0.01	0.08	0.15	-0.43	-0.14	0.31	0.4	0.45	0.51	0.1	0.15	1.07	0.91	0.3	1.22	0.29	-0.06	-0.22	0.04	0.41	0.37	-0.1	0.45	0.65	-0.54	-0.56	0.19	-0.14	0.08	-0.12	-0.29	0.38	-0.43	0.19	-0.34	-0.81	-0.3	0.48	0.21	-0.04	-0.06	0.07	0.25	0.25	0.52	1.77	0.83
